,name,company,year,Price,fuel_type,Mileage
311,Tata Tigor Revotron XZ,Tata,2019,"6,50,000",Diesel,100
312,Maruti Suzuki 800,Maruti,2001,"55,000",Petrol,"81,876"
313,Maruti Suzuki Ertiga Vxi,Maruti,2015,"5,50,000",Petrol,"75,000"
314,Honda Mobilio S i DTEC,Honda,2014,"3,99,000",Diesel,"44,000"
315,Maruti Suzuki Ertiga,Maruti,2016,"7,30,000",Diesel,"55,000"
316,Maruti Suzuki Vitara Brezza,Maruti,2017,"7,25,000",Diesel,"36,000"
317,Hyundai Verna 1.6 CRDI E,Hyundai,2016,"1,95,000",Diesel,"56,000"
318,Maruti Suzuki Swift VXI BSIII,Maruti,2007,"1,30,000",Petrol,"62,000"
319,Maruti Suzuki Omni Select Variant,Maruti,2014,"1,90,000",Petrol,"6,020"
320,Honda Amaze,Honda,2013,"2,50,000",Diesel,"55,700"
321,Tata Indica,Tata,2005,"80,000",Petrol,"42,000"
322,Hyundai Santro Xing,Hyundai,2003,"1,20,000",Petrol,"50,000"
323,Maruti Suzuki Zen Estilo,Maruti,2010,"1,49,000",Petrol,"35,000"
324,Maruti Suzuki Wagon R LXI BS IV,Maruti,2014,"2,50,000",Petrol,"18,500"
325,Maruti Suzuki Wagon R,Maruti,2007,"1,20,000",Petrol,"7,000"
326,Honda Brio VX AT,Honda,2017,"4,50,000",Petrol,"11,000"
327,Hyundai Xcent Base 1.1 CRDi,Hyundai,2015,Ask For Price,Diesel,"1,80,000"
328,Maruti Suzuki Zen LXi BSII,Maruti,2003,"99,999",Petrol,"53,000"
329,Maruti Suzuki Zen Estilo LXI Green CNG,Maruti,2008,"1,35,000",Petrol,"23,000"
330,Maruti Suzuki Wagon R Select Variant,Maruti,2016,"2,25,000",Diesel,"35,500"
331,Maruti Suzuki Alto LXi BS III,Maruti,2010,"99,000",Petrol,"22,134"
332,Renault Kwid RXT,Renault,2019,"3,70,000",Petrol,"1,000"
333,Tata Nano Lx BSIV,Tata,2010,"52,000",Petrol,"9,000"
334,Jaguar XE XE Portfolio,Jaguar,2016,"28,00,000",Petrol,"8,500"
335,Hyundai Xcent S 1.2,Hyundai,2015,Ask For Price,Petrol,"35,000"
336,Hyundai Eon Magna Plus,Hyundai,2014,"1,90,000",Petrol,"35,000"
337,Honda City 1.5 S MT,Honda,2014,"4,99,000",Petrol,"22,000"
338,Hindustan Motors Ambassador,Hindustan,2002,"90,000",Diesel,"25,000"
339,Maruti Suzuki Ritz GENUS VXI,Maruti,2010,"1,49,000",Petrol,"40,000"
340,Hyundai Grand i10 Magna AT 1.2 Kappa VTVT,Hyundai,2017,"4,00,000",Petrol,"20,000"
341,Hyundai Eon D Lite Plus,Hyundai,2016,"1,20,000",Petrol,"87,000"
342,Maruti Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2015,"2,50,000",Petrol,"55,000"
343,Maruti Suzuki Wagon R VXI BS IV,Maruti,2017,"3,75,000",Petrol,"23,000"
344,Honda Amaze 1.2 VX i VTEC,Honda,2014,"3,81,000",Petrol,"6,000"
345,Maruti Suzuki Estilo VXi ABS BS IV,Maruti,2013,"1,80,000",Petrol,"65,000"
346,Maruti Suzuki Vitara Brezza LDi O,Maruti,2016,"5,80,000",Diesel,"25,000"
347,Maruti Suzuki Eeco 5 STR WITH AC HTR,Maruti,2015,"2,78,000",Petrol,"39,000"
348,Toyota Innova 2.0 V,Toyota,2009,Ask For Price,Diesel,"15,574"
349,Hyundai Creta 1.6 SX Plus Petrol AT,Hyundai,2016,"10,00,000",Petrol,"8,000"
350,Mahindra Scorpio Vlx BSIV,Mahindra,2013,"6,90,000",Diesel,"75,000"
351,Maruti Suzuki Ertiga VDi,Maruti,2012,"4,80,000",Diesel,"51,000"
352,Mitsubishi Lancer 1.8 LXi,Mitsubishi,2006,"85,000",Petrol,"50,000"
353,Maruti Suzuki Maruti 800 AC,Maruti,2001,"40,000",Petrol,"75,000"
354,Maruti Suzuki Alto 800 LXI CNG O,Maruti,2015,"90,000",Petrol,"55,800"
355,Hyundai Grand i10 Magna 1.2 Kappa VTVT,Hyundai,2015,"3,40,000",Petrol,"53,000"
356,Hyundai Eon D Lite Plus,Hyundai,2018,"2,60,000",Petrol,"25,000"
357,Ford Fiesta SXi 1.6 ABS,Ford,2009,"2,50,000",Petrol,"56,400"
358,Maruti Suzuki Ritz VDi,Maruti,2010,"1,80,000",Diesel,"72,160"
359,Hyundai Verna Fluidic New,Hyundai,2012,"3,50,000",Diesel,"10,000"
360,Maruti Suzuki Wagon R LXi BS III,Maruti,2006,"90,001",Petrol,"48,000"
361,Maruti Suzuki Estilo LX BS IV,Maruti,2007,"1,15,000",Petrol,"36,000"
362,Audi A6 2.0 TDI Premium,Audi,2012,"15,99,000",Diesel,"11,500"
363,Maruti Suzuki Wagon R LXi BS III,Maruti,2003,"1,30,000",Petrol,"1,33,000"
364,Maruti Suzuki Wagon R,Maruti,2009,"1,59,000",Petrol,"27,000"
365,Maruti Suzuki Wagon R,Maruti,2009,"1,60,000",Petrol,"35,000"
366,Maruti Suzuki Alto,Maruti,2010,"1,10,000",Petrol,"55,000"
367,Maruti Suzuki Baleno Sigma 1.2,Maruti,2016,"4,25,000",Petrol,"40,000"
368,Hyundai Verna 1.6 SX VTVT AT,Hyundai,2019,"9,00,000",Petrol,"2,000"
369,Maruti Suzuki Swift GLAM,Maruti,2009,"1,50,000",Petrol,"45,000"
370,Hyundai Getz Prime 1.3 GVS,Hyundai,2009,"1,10,000",Petrol,"20,000"
371,Hyundai Santro,Hyundai,2000,"51,999",Petrol,"88,000"
372,Chevrolet Beat PS Diesel,Chevrolet,2012,"2,15,000",Diesel,"65,422"
373,Ford EcoSport Trend 1.5 Ti VCT,Ford,2017,"5,80,000",Petrol,"10,000"
374,Maruti Suzuki Dzire ZXI,Maruti,2013,"3,80,000",Petrol,"35,000"
375,Hyundai Fluidic Verna 1.6 CRDi SX,Hyundai,2013,"3,50,000",Diesel,"1,17,000"
376,Tata Indica V2 DLG,Tata,2005,"35,000",Diesel,"1,50,000"
377,BMW X1 xDrive20d xLine,BMW,2011,"11,50,000",Diesel,"72,000"
378,Hyundai i20 Asta 1.2,Hyundai,2010,"3,00,000",Petrol,"10,750"
379,Honda City 1.5 V AT,Honda,2009,"2,69,000",Petrol,"55,000"
380,Tata Nano,Tata,2013,"60,000",Petrol,"6,800"
381,Chevrolet Cruze LTZ AT,Chevrolet,2014,"4,00,000",Diesel,"41,000"
382,Hyundai Verna Fluidic New,Hyundai,2015,"4,30,000",Diesel,"73,000"
383,Maruti Suzuki Swift Dzire VDi,Maruti,2011,"1,40,000",Diesel,"65,000"
384,Mahindra XUV500 W6,Mahindra,2014,"85,00,003",Diesel,"45,000"
385,Mahindra XUV500 W10,Mahindra,2018,"12,99,000",Diesel,"40,000"
386,Maruti Suzuki Alto K10 LXi CNG,Maruti,2014,"1,99,000",Petrol,"37,000"
387,Hyundai Accent GLE,Hyundai,2006,"90,000",Petrol,"55,000"
388,Force Motors One SUV,Force,2013,"5,50,000",Diesel,"1,40,000"
389,Datsun Go Plus T O,Datsun,2016,Ask For Price,Petrol,5
390,Maruti Suzuki Alto,Maruti,2019,"2,65,000",Petrol,"9,800"
391,Chevrolet Spark 1.0 LT,Chevrolet,2011,"1,00,000",Petrol,"27,000"
392,Hyundai i10,Hyundai,2009,"2,15,000",Petrol,"27,000"
393,Toyota Etios Liva GD,Toyota,2012,"3,80,000",Diesel,"20,000"
394,Renault Duster 85PS Diesel RxL Optional with Nav,Renault,2013,"4,01,919",Diesel,"57,923"
395,Chevrolet Enjoy,Chevrolet,2014,"4,90,000",Diesel,"30,201"
396,Maruti Suzuki Alto 800 Lxi,Maruti,2017,"2,80,000",Petrol,"6,200"
397,BMW 5 Series 530i,BMW,2009,"6,50,000",Petrol,"37,518"
398,Toyota Etios Liva G,Toyota,2014,"1,60,000",Petrol,"24,652"
399,Mahindra Jeep MM 550 XDB,Mahindra,2004,"4,24,000",Diesel,383
400,Chevrolet Beat LS Diesel,Chevrolet,2016,"2,25,000",Diesel,"95,000"
401,Chevrolet Cruze LTZ,Chevrolet,2011,"3,50,000",Diesel,"35,000"
402,Jeep Wrangler Unlimited 4x4 Diesel,Jeep,2015,"9,50,000",Diesel,"3,528"
403,Maruti Suzuki Ertiga VDi,Maruti,2013,"4,85,000",Diesel,"52,500"
404,Hyundai Verna VGT CRDi SX ABS,Hyundai,2010,"2,05,000",Diesel,"47,900"
405,Maruti Suzuki Omni,Maruti,2012,"1,60,000",Petrol,"14,000"
406,Maruti Suzuki Celerio VDi,Maruti,2018,"3,10,000",Petrol,"37,000"
407,Tata Zest Quadrajet 1.3,Tata,2017,"1,80,000",Diesel,"90,000"
408,Mahindra XUV500 W6,Mahindra,2013,"5,49,900",Diesel,"52,800"
409,Tata Indigo CS eLX BS IV,Tata,2016,"1,50,000",Diesel,"1,04,000"
410,Hyundai i10 Era,Hyundai,2011,"1,75,000",Petrol,"30,000"
411,Tata Indigo eCS LX TDI BS III,Tata,2014,"95,000",Diesel,"1,95,000"
412,Tata Indigo LX TDI BS III,Tata,2016,"2,30,000",Diesel,"1,04,000"
413,Tata Indigo eCS LX CR4 BS IV,Tata,2016,"2,30,000",Diesel,"1,04,000"
414,Tata Indigo Marina LS,Tata,2004,"1,80,000",Diesel,"70,000"
415,Hyundai Xcent SX 1.2,Hyundai,2015,"4,00,000",Diesel,"43,000"
416,Hyundai Eon Magna Plus,Hyundai,2013,"1,85,000",Petrol,"23,000"
417,Renault Duster 85 PS RxL Diesel,Renault,2015,"3,85,000",Diesel,"51,000"
418,Maruti Suzuki Alto K10 LXi CNG,Maruti,2009,"90,000",Petrol,"62,000"
419,Tata Nano LX Special Edition,Tata,2010,"32,000",Petrol,"48,008"
420,Renault Duster 110 PS RxZ Diesel,Renault,2013,"4,35,000",Diesel,"39,000"
421,Maruti Suzuki Wagon R AX BSIV,Maruti,2010,"2,25,000",Petrol,"40,000"
422,Maruti Suzuki Swift,Maruti,2006,"1,89,700",Petrol,"48,247"
423,Maruti Suzuki Ertiga,Maruti,2012,"3,89,700",Diesel,"39,000"
424,Maruti Suzuki Swift VXi 1.2 ABS BS IV,Maruti,2014,"3,65,000",Petrol,"23,000"
425,Maruti Suzuki Alto K10 New,Maruti,2017,"3,60,000",Petrol,"9,400"
426,Hyundai i20 Magna,Hyundai,2010,"2,10,000",Petrol,"50,000"
427,Hyundai i10 Magna 1.2,Hyundai,2009,"1,70,000",Petrol,"75,000"
428,Tata Zest XE 75 PS Diesel,Tata,2017,"3,80,000",Diesel,"70,000"
429,Mahindra Xylo E8,Mahindra,2009,"2,95,000",Diesel,"64,000"
430,Toyota Corolla Altis GL Petrol,Toyota,2010,"1,85,000",Petrol,"55,000"
431,Tata Manza Aqua Quadrajet,Tata,2014,"1,60,000",Diesel,"2,00,000"
432,Mahindra KUV100 K8 D 6 STR,Mahindra,2018,Ask For Price,Diesel,"7,500"
433,Renault Kwid 1.0,Renault,2018,"2,90,000",Petrol,"2,137"
434,Tata Venture EX 8 STR,Tata,2013,"1,00,000",Diesel,"30,000"
435,Maruti Suzuki Swift Dzire Tour LXi,Maruti,2014,"3,15,000",Petrol,"44,000"
436,Maruti Suzuki Alto LX BSII,Maruti,2002,Ask For Price,Petrol,"56,000"
437,Skoda Octavia Classic 1.9 TDI MT,Skoda,2006,"1,14,990",Diesel,"65,000"
438,Maruti Suzuki Omni LPG BS IV,Maruti,2012,"1,20,000",LPG,"1,60,000"
439,Chevrolet Beat Diesel,Chevrolet,2011,"1,25,000",Diesel,"56,000"
440,Hyundai Verna 1.6 CRDI SX,Hyundai,2018,"8,55,000",Diesel,"42,000"
441,Mahindra Scorpio 2.6 CRDe,Mahindra,2007,"2,60,000",Diesel,"56,000"
442,Maruti Suzuki Zen LXi BS III,Maruti,2002,"95,000",Petrol,"10,544"
443,Maruti Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2011,"2,55,000",Petrol,"64,000"
444,Mahindra Scorpio SLX 2.6 Turbo 8 Str,Mahindra,2008,"3,00,000",Diesel,"70,000"
445,Hyundai Grand i10 Sportz 1.2 Kappa VTVT,Hyundai,2014,"3,40,000",Petrol,"25,000"
446,Hyundai Elite i20 Sportz 1.2,Hyundai,2017,"5,50,000",Petrol,"15,000"
447,Ford Ikon 1.6 Nxt,Ford,2003,"60,000",Petrol,"50,000"
448,Hyundai Elite i20 Sportz 1.2,Hyundai,2015,Ask For Price,Petrol,"49,500"
449,Toyota Innova 2.5 V 7 STR,Toyota,2011,"7,50,000",Diesel,"1,47,000"
450,Nissan Sunny XL,Nissan,2011,"2,30,000",Petrol,"52,000"
451,Chevrolet Beat LT Diesel,Chevrolet,2012,"1,30,000",Diesel,"90,001"
452,Maruti Suzuki Alto 800 Lxi,Maruti,2017,"2,70,000",Petrol,"21,000"
453,Maruti Suzuki Swift,Maruti,2012,"2,80,000",Diesel,"48,006"
454,Toyota Innova 2.0 G4,Toyota,2012,"6,00,000",Diesel,"80,000"
455,Maruti Suzuki Swift VDi ABS,Maruti,2010,"1,90,000",Diesel,"74,000"
456,Hyundai Elite i20 Asta 1.2,Hyundai,2015,"5,00,000",Petrol,"22,000"
457,Mahindra XUV500 W10,Mahindra,2016,"10,65,000",Diesel,"41,000"
458,Volkswagen Polo Trendline 1.5L D,Volkswagen,2015,"3,50,000",Diesel,"25,000"
459,Toyota Etios Liva Diesel,Toyota,2012,"3,50,000",Diesel,"85,000"
460,Mahindra TUV300 T4 Plus,Mahindra,2016,"5,40,000",Diesel,"29,500"
461,Hyundai Elite i20 Asta 1.2,Hyundai,2015,"4,70,000",Petrol,"30,000"
462,Hyundai Santro Xing GLS,Hyundai,2014,"1,79,000",Petrol,"57,000"
463,Maruti Suzuki Zen LXi BS III,Maruti,2003,"48,000",Petrol,"60,000"
464,Maruti Suzuki Ciaz ZXi Plus RS,Maruti,2016,"6,50,000",Petrol,"50,000"
465,Hyundai Eon Era Plus,Hyundai,2013,"1,90,000",Petrol,"39,700"
466,Hyundai Elantra 1.8 S,Hyundai,2012,"5,00,000",Petrol,"65,000"
467,Maruti Suzuki Swift VDi,Maruti,2010,"2,70,000",Diesel,"67,000"
468,Maruti Suzuki Zen Estilo LXI Green CNG,Maruti,2008,"1,25,000",Petrol,"46,000"
469,Hyundai Eon Era Plus,Hyundai,2012,"1,88,000",Petrol,"38,000"
470,Hyundai Grand i10 Magna 1.2 Kappa VTVT,Hyundai,2016,"3,80,000",Petrol,"27,000"
471,Hyundai Verna Fluidic New,Hyundai,2011,"3,65,000",Diesel,"43,000"
472,Ford EcoSport Trend 1.5L Ti VCT,Ford,2014,"4,65,000",Petrol,"47,000"
473,Hyundai i20 Magna,Hyundai,2011,"2,40,000",Petrol,"42,000"
474,Chevrolet Beat Diesel,Chevrolet,2016,"1,79,999",Diesel,"19,336"
475,Tata Indica eV2 LS,Tata,2015,"1,40,000",Diesel,"60,105"
476,Jaguar XF 2.2 Diesel Luxury,Jaguar,2013,"21,90,000",Diesel,"29,000"
477,Audi Q5 2.0 TDI quattro Premium Plus,Audi,2014,"23,90,000",Diesel,"34,000"
478,BMW 3 Series 320d Sedan,BMW,2011,"10,75,000",Diesel,"35,000"
479,Maruti Suzuki Swift ZXi 1.2 BS IV,Maruti,2015,"4,75,000",Petrol,"22,000"
480,BMW X1 sDrive20d,BMW,2012,"10,25,000",Diesel,"41,000"
481,Maruti Suzuki S Cross Sigma 1.3,Maruti,2016,"6,15,000",Diesel,"21,000"
482,Maruti Suzuki Ertiga LDi,Maruti,2013,"4,75,000",Diesel,"48,000"
483,Maruti Suzuki Alto K10 VXi AMT,Maruti,2016,"2,70,000",Petrol,"38,000"
484,Honda City SV,Honda,2014,"4,75,000",Diesel,"34,000"
485,Volkswagen Vento Comfortline Petrol,Volkswagen,2011,"2,40,000",Petrol,"45,933"
486,Honda City 1.5 EXi New,Honda,2005,"1,20,000",Petrol,"68,000"
487,Audi A4 2.0 TDI 177bhp Premium,Audi,2016,"19,00,000",Diesel,"44,000"
488,Mahindra KUV100,Mahindra,2017,"3,60,000",Diesel,"35,000"
489,Tata Zest XE 75 PS Diesel,Tata,2018,"4,50,000",Diesel,"1,02,563"
490,Mahindra XUV500 W8,Mahindra,2015,"9,00,000",Diesel,"28,600"
491,Maruti Suzuki Swift Dzire Tour VDi,Maruti,2017,"6,50,000",Diesel,"41,800"
492,Tata Sumo Gold LX BS IV,Tata,2014,"2,75,000",Diesel,"1,16,000"
493,Maruti Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2009,"2,10,000",Petrol,"59,000"
494,Mahindra Scorpio 2.6 SLX,Mahindra,2004,"1,75,000",Diesel,"58,000"
495,Maruti Suzuki Omni 8 STR BS III,Maruti,2009,"85,000",Petrol,"45,000"
496,Mitsubishi Pajero Sport Limited Edition,Mitsubishi,2015,"14,90,000",Diesel,"42,590"
497,Renault Duster,Renault,2014,"8,00,000",Diesel,"7,400"
498,Volkswagen Jetta Comfortline 1.9 TDI AT,Volkswagen,2009,"4,50,000",Diesel,"54,500"
499,Maruti Suzuki Ertiga Vxi,Maruti,2012,"10,00,000",Diesel,"2,00,000"
500,Audi A4 2.0 TDI 177bhp Premium,Audi,2013,"15,10,000",Diesel,"27,000"
501,Volvo S80 Summum D4,Volvo,2015,"18,50,000",Diesel,"42,000"
502,Toyota Corolla Altis VL AT Petrol,Toyota,2014,"7,90,000",Petrol,"29,000"
503,Mitsubishi Pajero Sport 2.5 AT,Mitsubishi,2015,"17,25,000",Diesel,"37,000"
504,Chevrolet Beat LT Petrol,Chevrolet,2012,"1,35,000",Petrol,"36,000"
505,BMW X1,BMW,2011,"10,00,000",Diesel,"34,000"
506,Datsun Redi GO S,Datsun,2018,"2,99,999",Petrol,"7,000"
507,Mercedes Benz C Class C 220 CDI Avantgarde,Mercedes,2009,"12,25,000",Diesel,"76,000"
508,Mahindra Scorpio SLX,Mahindra,2004,"1,75,000",Diesel,"60,000"
509,Volkswagen Vento Comfortline Diesel,Volkswagen,2011,"2,00,000",Diesel,"95,000"
510,Tata Indigo CS GLS,Tata,2017,"2,70,000",Diesel,"50,000"
511,Ford Figo Petrol Titanium,Ford,2019,"5,25,000",Petrol,00
512,Honda City ZX GXi,Honda,2006,"1,80,000",Petrol,"50,000"
513,Maruti Suzuki Wagon R Duo Lxi,Maruti,2008,"1,40,000",Petrol,"68,000"
514,Ford EcoSport Trend 1.5L TDCi,Ford,2014,"4,00,000",Petrol,"16,000"
515,Maruti Suzuki Swift Dzire VDi,Maruti,2016,"4,99,000",Diesel,"51,000"
516,Maruti Suzuki Omni 8 STR BS III,Maruti,2009,"85,000",Petrol,"56,000"
517,Maruti Suzuki Zen LX BSII,Maruti,2004,"70,000",Petrol,"1,00,000"
518,Renault Duster RxL Petrol,Renault,2015,"5,50,000",Petrol,"36,000"
519,Maruti Suzuki Swift VXi 1.2 BS IV,Maruti,2014,"3,70,000",Petrol,"11,523"
520,Maruti Suzuki Baleno Zeta 1.2,Maruti,2018,"6,90,000",Petrol,"1,000"
521,Honda WR V S MT Petrol,Honda,2009,"2,50,000",Petrol,"60,000"
522,Tata Indigo CS eLX BS IV,Tata,2016,"1,10,000",Diesel,"85,000"
523,Renault Duster 110 PS RxL Diesel,Renault,2013,"4,90,000",Diesel,"38,600"
524,Mahindra Scorpio LX BS III,Mahindra,2009,"3,20,000",Diesel,"95,500"
525,Maruti Suzuki Zen LXi BS III,Maruti,2004,"68,000",Petrol,"56,000"
526,Maruti Suzuki Wagon R LXi BS III,Maruti,2014,"1,30,000",Petrol,"37,458"
527,Maruti Suzuki SX4 Celebration Diesel,Maruti,2016,"9,70,000",Diesel,"85,960"
528,Audi A3 Cabriolet 40 TFSI,Audi,2015,"31,00,000",Petrol,"12,516"
529,Hyundai Eon D Lite Plus,Hyundai,2018,"2,80,000",Petrol,"35,000"
530,Maruti Suzuki Zen Estilo LXI Green CNG,Maruti,2009,"1,25,000",Petrol,00
531,Mahindra Scorpio SLX,Mahindra,2008,"2,85,000",Diesel,"80,000"
532,Hyundai Santro AE GLS Audio,Hyundai,2011,"1,65,000",Petrol,"45,000"
533,Mahindra Xylo D2 BS IV,Mahindra,2011,"3,90,000",Diesel,"48,000"
534,Hyundai Santro,Hyundai,2003,"60,000",Petrol,"51,000"
535,Chevrolet Beat LT Diesel,Chevrolet,2015,"2,15,000",Diesel,"90,000"
536,Maruti Suzuki Swift Dzire VDi,Maruti,2015,"4,75,000",Diesel,"43,000"
537,Mahindra XUV500 W8,Mahindra,2015,"8,99,000",Diesel,"53,000"
538,Toyota Fortuner 3.0 4x4 MT,Toyota,2013,"14,99,000",Diesel,"97,000"
539,Maruti Suzuki Alto K10 VXi,Maruti,2013,"2,40,000",Petrol,"20,000"
540,Hyundai Getz GLE,Hyundai,2007,"99,000",Petrol,"55,000"
541,Maruti Suzuki Swift Dzire Tour LDi,Maruti,2014,"2,60,000",Diesel,"1,20,000"
542,Hyundai Creta 1.6 SX,Hyundai,2019,"12,00,000",Petrol,0
543,Hyundai Santro Xing XL AT eRLX Euro III,Hyundai,2007,"1,15,000",Petrol,"46,000"
544,Hyundai Santro Xing XL eRLX Euro III,Hyundai,2009,"88,000",Petrol,"43,200"
545,Mahindra Xylo D2 BS IV,Mahindra,2011,"3,90,000",Diesel,"56,000"
546,Hyundai Santro Xing XL eRLX Euro III,Hyundai,2007,"1,35,000",Petrol,"42,000"
547,Tata Indica V2 DLS BS III,Tata,2009,"90,000",Diesel,"30,600"
548,Hyundai i10 Sportz 1.2,Hyundai,2011,"2,20,000",Petrol,"38,000"
549,Hyundai Grand i10 Magna 1.2 Kappa VTVT,Hyundai,2017,"4,24,999",Petrol,"2,550"
550,Hyundai Santro Xing XL AT eRLX Euro III,Hyundai,2007,"1,35,000",Petrol,"47,000"
551,Honda City 1.5 E MT,Honda,2005,"95,000",Petrol,"41,000"
552,Nissan Micra XL,Nissan,2017,"4,30,000",Diesel,"62,500"
553,Honda City 1.5 S Inspire,Honda,2005,"1,15,000",Petrol,"68,000"
554,Maruti Suzuki Alto 800 Lxi,Maruti,2015,"2,15,000",Petrol,"50,000"
555,Maruti Suzuki Wagon R LX BS III,Maruti,2004,"53,000",Petrol,"69,000"
556,Maruti Suzuki Ertiga VDi,Maruti,2012,"5,00,000",Diesel,"48,000"
557,Tata Indica eV2 eXeta eGLX,Tata,2012,"85,000",Diesel,"55,000"
558,Maruti Suzuki Omni E 8 STR BS IV,Maruti,2013,"1,65,000",Petrol,"25,000"
559,Hyundai Eon Era Plus,Hyundai,2014,"2,00,000",Petrol,"28,400"
560,Hyundai Eon,Hyundai,2014,"2,00,000",Petrol,"28,000"
561,Maruti Suzuki Swift LDi,Maruti,2015,"4,25,000",Diesel,"42,000"
562,Hyundai Verna 1.6 CRDI SX Plus AT,Hyundai,2012,"6,00,000",Diesel,"29,000"
563,Chevrolet Tavera LS B3 10 Seats BSII,Chevrolet,2005,"1,30,000",Diesel,"68,485"
564,Tata Tiago Revotron XM,Tata,2018,"4,30,000",Petrol,"3,500"
565,Tata Tiago Revotorq XZ,Tata,2019,"5,68,500",Petrol,0
566,Tata Nexon,Tata,2019,Ask For Price,Petrol,0
567,Maruti Suzuki Zen LXi BS III,Maruti,2006,"71,000",Petrol,"32,000"
568,Mahindra KUV100 K8 D 6 STR,Mahindra,2018,"5,60,000",Diesel,"8,000"
569,Ford EcoSport Titanium 1.5 TDCi,Ford,2014,"5,90,000",Diesel,"34,000"
570,Hindustan Motors Ambassador Classic Mark 4 – Befo,Hindustan,1995,"7,50,000",Petrol,"37,000"
571,Ford Fusion 1.4 TDCi Diesel,Ford,2007,"1,25,000",Diesel,"85,455"
572,Hyundai Santro Xing XL AT eRLX Euro III,Hyundai,2007,"1,35,000",Petrol,"46,000"
573,Hyundai Santro,Hyundai,2002,"60,000",Petrol,"47,000"
574,Fiat Linea Emotion 1.4 L T Jet Petrol,Fiat,2009,"1,20,000",Petrol,"64,000"
575,Ford Ikon 1.3 Flair Josh 100,Ford,2008,"95,000",Petrol,"46,000"
576,Maruti Suzuki Omni E 8 STR BS IV,Maruti,2017,"2,40,000",Petrol,"8,000"
577,Tata Indica V2 LS,Tata,2012,"1,15,000",Diesel,"64,000"
578,Mahindra Scorpio S4,Mahindra,2015,"7,95,000",Diesel,"63,000"
579,Hyundai Santro Xing XL eRLX Euro III,Hyundai,2007,"55,000",Petrol,"65,000"
580,Mahindra Xylo D2,Mahindra,2009,"3,00,000",Diesel,"62,000"
581,Hyundai Grand i10 Asta 1.2 Kappa VTVT,Hyundai,2014,"3,20,000",Petrol,"41,000"
582,Maruti Suzuki Alto 800 Lxi,Maruti,2015,"2,65,000",Petrol,"14,000"
583,Toyota Corolla,Toyota,2006,"1,60,000",Petrol,"40,000"
584,Hyundai Eon Magna,Hyundai,2017,"3,00,000",Petrol,"1,600"
585,Tata Sumo Grande MKII GX,Tata,2010,"1,30,000",Diesel,"90,000"
586,Maruti Suzuki Swift VDi,Maruti,2011,"2,50,000",Diesel,"58,000"
587,Volkswagen Polo Highline1.2L P,Volkswagen,2013,"3,80,000",Petrol,"27,000"
588,Maruti Suzuki Alto 800 Lx,Maruti,2003,"42,000",Petrol,"60,000"
589,Tata Tiago Revotron XZ,Tata,2017,"4,00,000",Petrol,"31,000"
590,Maruti Suzuki Swift LDi,Maruti,2009,"1,20,000",Diesel,"90,000"
591,Maruti Suzuki Swift VDi,Maruti,2009,"1,20,000",Diesel,"90,000"
592,Tata Indigo eCS,Tata,2016,"1,30,000",Diesel,"1,50,000"
593,Chevrolet Beat LS Diesel,Chevrolet,2014,"1,89,000",Diesel,"31,000"
594,Mahindra Xylo E8 BS IV,Mahindra,2011,"3,65,000",Diesel,"43,000"
595,Hyundai Eon D Lite Plus,Hyundai,2013,"1,70,000",Petrol,"20,000"
596,Tata Sumo Gold FX BSIII,Tata,2013,"2,15,000",Petrol,"1,00,000"
597,Tata Nano,Tata,2013,"60,000",Petrol,"7,000"
598,Hyundai Elite i20,Hyundai,2017,"5,99,999",Petrol,"31,000"
599,Hyundai i10 Magna 1.2 Kappa2,Hyundai,2009,"4,00,000",Petrol,"33,000"
600,Hyundai Creta,Hyundai,2016,"9,00,000",Diesel,"60,000"
601,Volkswagen Polo,Volkswagen,2013,"2,99,999",Diesel,"48,000"
602,Maruti Suzuki Dzire,Maruti,2014,"3,74,999",Petrol,"33,000"
603,Tata Bolt XM Petrol,Tata,2015,"6,00,000",Petrol,"15,000"
604,Maruti Suzuki Alto 800 Lx,Maruti,2005,"70,000",Petrol,"47,000"
605,Maruti Suzuki Alto,Maruti,2005,"1,00,000",Petrol,"40,000"
606,Hyundai Venue,Hyundai,2019,Ask For Price,Diesel,"7,000"
607,Maruti Suzuki Ritz,Maruti,2010,"1,50,000",Diesel,"38,000"
608,Maruti Suzuki Alto 800 Lxi,Maruti,2017,"2,25,000",Petrol,"12,500"
609,Maruti Suzuki Dzire,Maruti,2009,"2,10,000",Petrol,"42,000"
610,Renault Lodgy,Renault,2016,Ask For Price,Diesel,"20,000"
611,Hyundai i20 Asta,Hyundai,2014,"4,25,000",Petrol,"31,000"
612,Maruti Suzuki Swift Select Variant,Maruti,2008,"1,62,000",Diesel,"60,000"
613,Tata Indica V2 DLX BS III,Tata,2005,"60,000",Diesel,"80,000"
614,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Mahindra,2014,"6,50,000",Diesel,"77,000"
615,Toyota Innova 2.5 E 8 STR,Toyota,2012,"7,50,000",Diesel,"75,000"
616,Mahindra Xylo E8,Mahindra,2010,"3,75,000",Diesel,"40,000"
617,Hyundai i20 Magna 1.2,Hyundai,2011,"2,30,000",Petrol,"47,000"
