,name,company,year,Price,fuel_type,Mileage
317,Hyundai Verna 1.6 CRDI E,Hyundai,2016.0,195000.0,Diesel,56000.0
318,Maruti Suzuki Swift VXI BSIII,Maruti,2007.0,130000.0,Petrol,62000.0
319,Maruti Suzuki Omni Select Variant,Maruti,2014.0,190000.0,Petrol,6020.0
320,Honda Amaze,Honda,2013.0,250000.0,Diesel,55700.0
321,Tata Indica,Tata,2005.0,80000.0,Petrol,42000.0
322,Hyundai Santro Xing,Hyundai,2003.0,120000.0,Petrol,50000.0
323,Maruti Suzuki Zen Estilo,Maruti,2010.0,149000.0,Petrol,35000.0
324,Maruti Suzuki Wagon R LXI BS IV,Maruti,2014.0,250000.0,Petrol,18500.0
325,Maruti Suzuki Wagon R,Maruti,2007.0,120000.0,Petrol,7000.0
326,Honda Brio VX AT,Honda,2017.0,450000.0,Petrol,11000.0
327,Hyundai Xcent Base 1.1 CRDi,Hyundai,2015.0,398132.7098765432,Diesel,109500.0
328,Maruti Suzuki Zen LXi BSII,Maruti,2003.0,99999.0,Petrol,53000.0
329,Maruti Suzuki Zen Estilo LXI Green CNG,Maruti,2008.0,135000.0,Petrol,23000.0
330,Maruti Suzuki Wagon R Select Variant,Maruti,2016.0,225000.0,Diesel,35500.0
331,Maruti Suzuki Alto LXi BS III,Maruti,2010.0,99000.0,Petrol,22134.0
332,Renault Kwid RXT,Renault,2019.0,370000.0,Petrol,1000.0
333,Tata Nano Lx BSIV,Tata,2010.0,52000.0,Petrol,9000.0
334,Jaguar XE XE Portfolio,Jaguar,2016.0,2800000.0,Petrol,8500.0
335,Hyundai Xcent S 1.2,Hyundai,2015.0,398132.7098765432,Petrol,35000.0
336,Hyundai Eon Magna Plus,Hyundai,2014.0,190000.0,Petrol,35000.0
337,Honda City 1.5 S MT,Honda,2014.0,499000.0,Petrol,22000.0
338,Hindustan Motors Ambassador,Hindustan,2002.5,90000.0,Diesel,25000.0
339,Maruti Suzuki Ritz GENUS VXI,Maruti,2010.0,149000.0,Petrol,40000.0
340,Hyundai Grand i10 Magna AT 1.2 Kappa VTVT,Hyundai,2017.0,400000.0,Petrol,20000.0
341,Hyundai Eon D Lite Plus,Hyundai,2016.0,120000.0,Petrol,87000.0
342,Maruti Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2015.0,250000.0,Petrol,55000.0
343,Maruti Suzuki Wagon R VXI BS IV,Maruti,2017.0,375000.0,Petrol,23000.0
344,Honda Amaze 1.2 VX i VTEC,Honda,2014.0,381000.0,Petrol,6000.0
345,Maruti Suzuki Estilo VXi ABS BS IV,Maruti,2013.0,180000.0,Petrol,65000.0
346,Maruti Suzuki Vitara Brezza LDi O,Maruti,2016.0,580000.0,Diesel,25000.0
347,Maruti Suzuki Eeco 5 STR WITH AC HTR,Maruti,2015.0,278000.0,Petrol,39000.0
348,Toyota Innova 2.0 V,Toyota,2009.0,398132.7098765432,Diesel,15574.0
349,Hyundai Creta 1.6 SX Plus Petrol AT,Hyundai,2016.0,1000000.0,Petrol,8000.0
350,Mahindra Scorpio Vlx BSIV,Mahindra,2013.0,690000.0,Diesel,75000.0
351,Maruti Suzuki Ertiga VDi,Maruti,2012.0,480000.0,Diesel,51000.0
352,Mitsubishi Lancer 1.8 LXi,Mitsubishi,2006.0,85000.0,Petrol,50000.0
353,Maruti Suzuki Maruti 800 AC,Maruti,2002.5,40000.0,Petrol,75000.0
354,Maruti Suzuki Alto 800 LXI CNG O,Maruti,2015.0,90000.0,Petrol,55800.0
355,Hyundai Grand i10 Magna 1.2 Kappa VTVT,Hyundai,2015.0,340000.0,Petrol,53000.0
356,Hyundai Eon D Lite Plus,Hyundai,2018.0,260000.0,Petrol,25000.0
357,Ford Fiesta SXi 1.6 ABS,Ford,2009.0,250000.0,Petrol,56400.0
358,Maruti Suzuki Ritz VDi,Maruti,2010.0,180000.0,Diesel,72160.0
359,Hyundai Verna Fluidic New,Hyundai,2012.0,350000.0,Diesel,10000.0
360,Maruti Suzuki Wagon R LXi BS III,Maruti,2006.0,90001.0,Petrol,48000.0
361,Maruti Suzuki Estilo LX BS IV,Maruti,2007.0,115000.0,Petrol,36000.0
362,Audi A6 2.0 TDI Premium,Audi,2012.0,1599000.0,Diesel,11500.0
363,Maruti Suzuki Wagon R LXi BS III,Maruti,2003.0,130000.0,Petrol,109500.0
364,Maruti Suzuki Wagon R,Maruti,2009.0,159000.0,Petrol,27000.0
365,Maruti Suzuki Wagon R,Maruti,2009.0,160000.0,Petrol,35000.0
366,Maruti Suzuki Alto,Maruti,2010.0,110000.0,Petrol,55000.0
367,Maruti Suzuki Baleno Sigma 1.2,Maruti,2016.0,425000.0,Petrol,40000.0
368,Hyundai Verna 1.6 SX VTVT AT,Hyundai,2019.0,900000.0,Petrol,2000.0
369,Maruti Suzuki Swift GLAM,Maruti,2009.0,150000.0,Petrol,45000.0
370,Hyundai Getz Prime 1.3 GVS,Hyundai,2009.0,110000.0,Petrol,20000.0
371,Hyundai Santro,Hyundai,2002.5,51999.0,Petrol,88000.0
372,Chevrolet Beat PS Diesel,Chevrolet,2012.0,215000.0,Diesel,65422.0
373,Ford EcoSport Trend 1.5 Ti VCT,Ford,2017.0,580000.0,Petrol,10000.0
374,Maruti Suzuki Dzire ZXI,Maruti,2013.0,380000.0,Petrol,35000.0
375,Hyundai Fluidic Verna 1.6 CRDi SX,Hyundai,2013.0,350000.0,Diesel,109500.0
376,Tata Indica V2 DLG,Tata,2005.0,35000.0,Diesel,109500.0
377,BMW X1 xDrive20d xLine,BMW,2011.0,1150000.0,Diesel,72000.0
378,Hyundai i20 Asta 1.2,Hyundai,2010.0,300000.0,Petrol,10750.0
379,Honda City 1.5 V AT,Honda,2009.0,269000.0,Petrol,55000.0
380,Tata Nano,Tata,2013.0,60000.0,Petrol,6800.0
381,Chevrolet Cruze LTZ AT,Chevrolet,2014.0,400000.0,Diesel,41000.0
382,Hyundai Verna Fluidic New,Hyundai,2015.0,430000.0,Diesel,73000.0
383,Maruti Suzuki Swift Dzire VDi,Maruti,2011.0,140000.0,Diesel,65000.0
384,Mahindra XUV500 W6,Mahindra,2014.0,8500003.0,Diesel,45000.0
385,Mahindra XUV500 W10,Mahindra,2018.0,1299000.0,Diesel,40000.0
386,Maruti Suzuki Alto K10 LXi CNG,Maruti,2014.0,199000.0,Petrol,37000.0
387,Hyundai Accent GLE,Hyundai,2006.0,90000.0,Petrol,55000.0
388,Force Motors One SUV,Force,2013.0,550000.0,Diesel,109500.0
389,Datsun Go Plus T O,Datsun,2016.0,398132.7098765432,Petrol,5.0
390,Maruti Suzuki Alto,Maruti,2019.0,265000.0,Petrol,9800.0
391,Chevrolet Spark 1.0 LT,Chevrolet,2011.0,100000.0,Petrol,27000.0
392,Hyundai i10,Hyundai,2009.0,215000.0,Petrol,27000.0
393,Toyota Etios Liva GD,Toyota,2012.0,380000.0,Diesel,20000.0
394,Renault Duster 85PS Diesel RxL Optional with Nav,Renault,2013.0,401919.0,Diesel,57923.0
395,Chevrolet Enjoy,Chevrolet,2014.0,490000.0,Diesel,30201.0
396,Maruti Suzuki Alto 800 Lxi,Maruti,2017.0,280000.0,Petrol,6200.0
397,BMW 5 Series 530i,BMW,2009.0,650000.0,Petrol,37518.0
398,Toyota Etios Liva G,Toyota,2014.0,160000.0,Petrol,24652.0
399,Mahindra Jeep MM 550 XDB,Mahindra,2004.0,424000.0,Diesel,383.0
400,Chevrolet Beat LS Diesel,Chevrolet,2016.0,225000.0,Diesel,95000.0
401,Chevrolet Cruze LTZ,Chevrolet,2011.0,350000.0,Diesel,35000.0
402,Jeep Wrangler Unlimited 4x4 Diesel,Jeep,2015.0,950000.0,Diesel,3528.0
403,Maruti Suzuki Ertiga VDi,Maruti,2013.0,485000.0,Diesel,52500.0
404,Hyundai Verna VGT CRDi SX ABS,Hyundai,2010.0,205000.0,Diesel,47900.0
405,Maruti Suzuki Omni,Maruti,2012.0,160000.0,Petrol,14000.0
406,Maruti Suzuki Celerio VDi,Maruti,2018.0,310000.0,Petrol,37000.0
407,Tata Zest Quadrajet 1.3,Tata,2017.0,180000.0,Diesel,90000.0
408,Mahindra XUV500 W6,Mahindra,2013.0,549900.0,Diesel,52800.0
409,Tata Indigo CS eLX BS IV,Tata,2016.0,150000.0,Diesel,104000.0
410,Hyundai i10 Era,Hyundai,2011.0,175000.0,Petrol,30000.0
411,Tata Indigo eCS LX TDI BS III,Tata,2014.0,95000.0,Diesel,109500.0
412,Tata Indigo LX TDI BS III,Tata,2016.0,230000.0,Diesel,104000.0
413,Tata Indigo eCS LX CR4 BS IV,Tata,2016.0,230000.0,Diesel,104000.0
414,Tata Indigo Marina LS,Tata,2004.0,180000.0,Diesel,70000.0
415,Hyundai Xcent SX 1.2,Hyundai,2015.0,400000.0,Diesel,43000.0
416,Hyundai Eon Magna Plus,Hyundai,2013.0,185000.0,Petrol,23000.0
417,Renault Duster 85 PS RxL Diesel,Renault,2015.0,385000.0,Diesel,51000.0
418,Maruti Suzuki Alto K10 LXi CNG,Maruti,2009.0,90000.0,Petrol,62000.0
419,Tata Nano LX Special Edition,Tata,2010.0,32000.0,Petrol,48008.0
420,Renault Duster 110 PS RxZ Diesel,Renault,2013.0,435000.0,Diesel,39000.0
421,Maruti Suzuki Wagon R AX BSIV,Maruti,2010.0,225000.0,Petrol,40000.0
422,Maruti Suzuki Swift,Maruti,2006.0,189700.0,Petrol,48247.0
423,Maruti Suzuki Ertiga,Maruti,2012.0,389700.0,Diesel,39000.0
424,Maruti Suzuki Swift VXi 1.2 ABS BS IV,Maruti,2014.0,365000.0,Petrol,23000.0
425,Maruti Suzuki Alto K10 New,Maruti,2017.0,360000.0,Petrol,9400.0
426,Hyundai i20 Magna,Hyundai,2010.0,210000.0,Petrol,50000.0
427,Hyundai i10 Magna 1.2,Hyundai,2009.0,170000.0,Petrol,75000.0
428,Tata Zest XE 75 PS Diesel,Tata,2017.0,380000.0,Diesel,70000.0
429,Mahindra Xylo E8,Mahindra,2009.0,295000.0,Diesel,64000.0
430,Toyota Corolla Altis GL Petrol,Toyota,2010.0,185000.0,Petrol,55000.0
431,Tata Manza Aqua Quadrajet,Tata,2014.0,160000.0,Diesel,109500.0
432,Mahindra KUV100 K8 D 6 STR,Mahindra,2018.0,398132.7098765432,Diesel,7500.0
433,Renault Kwid 1.0,Renault,2018.0,290000.0,Petrol,2137.0
434,Tata Venture EX 8 STR,Tata,2013.0,100000.0,Diesel,30000.0
435,Maruti Suzuki Swift Dzire Tour LXi,Maruti,2014.0,315000.0,Petrol,44000.0
436,Maruti Suzuki Alto LX BSII,Maruti,2002.5,398132.7098765432,Petrol,56000.0
437,Skoda Octavia Classic 1.9 TDI MT,Skoda,2006.0,114990.0,Diesel,65000.0
438,Maruti Suzuki Omni LPG BS IV,Maruti,2012.0,120000.0,LPG,109500.0
439,Chevrolet Beat Diesel,Chevrolet,2011.0,125000.0,Diesel,56000.0
440,Hyundai Verna 1.6 CRDI SX,Hyundai,2018.0,855000.0,Diesel,42000.0
441,Mahindra Scorpio 2.6 CRDe,Mahindra,2007.0,260000.0,Diesel,56000.0
442,Maruti Suzuki Zen LXi BS III,Maruti,2002.5,95000.0,Petrol,10544.0
443,Maruti Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2011.0,255000.0,Petrol,64000.0
444,Mahindra Scorpio SLX 2.6 Turbo 8 Str,Mahindra,2008.0,300000.0,Diesel,70000.0
445,Hyundai Grand i10 Sportz 1.2 Kappa VTVT,Hyundai,2014.0,340000.0,Petrol,25000.0
446,Hyundai Elite i20 Sportz 1.2,Hyundai,2017.0,550000.0,Petrol,15000.0
447,Ford Ikon 1.6 Nxt,Ford,2003.0,60000.0,Petrol,50000.0
448,Hyundai Elite i20 Sportz 1.2,Hyundai,2015.0,398132.7098765432,Petrol,49500.0
449,Toyota Innova 2.5 V 7 STR,Toyota,2011.0,750000.0,Diesel,109500.0
450,Nissan Sunny XL,Nissan,2011.0,230000.0,Petrol,52000.0
451,Chevrolet Beat LT Diesel,Chevrolet,2012.0,130000.0,Diesel,90001.0
452,Maruti Suzuki Alto 800 Lxi,Maruti,2017.0,270000.0,Petrol,21000.0
453,Maruti Suzuki Swift,Maruti,2012.0,280000.0,Diesel,48006.0
454,Toyota Innova 2.0 G4,Toyota,2012.0,600000.0,Diesel,80000.0
455,Maruti Suzuki Swift VDi ABS,Maruti,2010.0,190000.0,Diesel,74000.0
456,Hyundai Elite i20 Asta 1.2,Hyundai,2015.0,500000.0,Petrol,22000.0
457,Mahindra XUV500 W10,Mahindra,2016.0,1065000.0,Diesel,41000.0
458,Volkswagen Polo Trendline 1.5L D,Volkswagen,2015.0,350000.0,Diesel,25000.0
459,Toyota Etios Liva Diesel,Toyota,2012.0,350000.0,Diesel,85000.0
460,Mahindra TUV300 T4 Plus,Mahindra,2016.0,540000.0,Diesel,29500.0
461,Hyundai Elite i20 Asta 1.2,Hyundai,2015.0,470000.0,Petrol,30000.0
462,Hyundai Santro Xing GLS,Hyundai,2014.0,179000.0,Petrol,57000.0
463,Maruti Suzuki Zen LXi BS III,Maruti,2003.0,48000.0,Petrol,60000.0
464,Maruti Suzuki Ciaz ZXi Plus RS,Maruti,2016.0,650000.0,Petrol,50000.0
465,Hyundai Eon Era Plus,Hyundai,2013.0,190000.0,Petrol,39700.0
466,Hyundai Elantra 1.8 S,Hyundai,2012.0,500000.0,Petrol,65000.0
467,Maruti Suzuki Swift VDi,Maruti,2010.0,270000.0,Diesel,67000.0
468,Maruti Suzuki Zen Estilo LXI Green CNG,Maruti,2008.0,125000.0,Petrol,46000.0
469,Hyundai Eon Era Plus,Hyundai,2012.0,188000.0,Petrol,38000.0
470,Hyundai Grand i10 Magna 1.2 Kappa VTVT,Hyundai,2016.0,380000.0,Petrol,27000.0
471,Hyundai Verna Fluidic New,Hyundai,2011.0,365000.0,Diesel,43000.0
472,Ford EcoSport Trend 1.5L Ti VCT,Ford,2014.0,465000.0,Petrol,47000.0
473,Hyundai i20 Magna,Hyundai,2011.0,240000.0,Petrol,42000.0
474,Chevrolet Beat Diesel,Chevrolet,2016.0,179999.0,Diesel,19336.0
475,Tata Indica eV2 LS,Tata,2015.0,140000.0,Diesel,60105.0
476,Jaguar XF 2.2 Diesel Luxury,Jaguar,2013.0,2190000.0,Diesel,29000.0
477,Audi Q5 2.0 TDI quattro Premium Plus,Audi,2014.0,2390000.0,Diesel,34000.0
478,BMW 3 Series 320d Sedan,BMW,2011.0,1075000.0,Diesel,35000.0
479,Maruti Suzuki Swift ZXi 1.2 BS IV,Maruti,2015.0,475000.0,Petrol,22000.0
480,BMW X1 sDrive20d,BMW,2012.0,1025000.0,Diesel,41000.0
481,Maruti Suzuki S Cross Sigma 1.3,Maruti,2016.0,615000.0,Diesel,21000.0
482,Maruti Suzuki Ertiga LDi,Maruti,2013.0,475000.0,Diesel,48000.0
483,Maruti Suzuki Alto K10 VXi AMT,Maruti,2016.0,270000.0,Petrol,38000.0
484,Honda City SV,Honda,2014.0,475000.0,Diesel,34000.0
485,Volkswagen Vento Comfortline Petrol,Volkswagen,2011.0,240000.0,Petrol,45933.0
486,Honda City 1.5 EXi New,Honda,2005.0,120000.0,Petrol,68000.0
487,Audi A4 2.0 TDI 177bhp Premium,Audi,2016.0,1900000.0,Diesel,44000.0
488,Mahindra KUV100,Mahindra,2017.0,360000.0,Diesel,35000.0
489,Tata Zest XE 75 PS Diesel,Tata,2018.0,450000.0,Diesel,102563.0
490,Mahindra XUV500 W8,Mahindra,2015.0,900000.0,Diesel,28600.0
491,Maruti Suzuki Swift Dzire Tour VDi,Maruti,2017.0,650000.0,Diesel,41800.0
492,Tata Sumo Gold LX BS IV,Tata,2014.0,275000.0,Diesel,109500.0
493,Maruti Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2009.0,210000.0,Petrol,59000.0
494,Mahindra Scorpio 2.6 SLX,Mahindra,2004.0,175000.0,Diesel,58000.0
495,Maruti Suzuki Omni 8 STR BS III,Maruti,2009.0,85000.0,Petrol,45000.0
496,Mitsubishi Pajero Sport Limited Edition,Mitsubishi,2015.0,1490000.0,Diesel,42590.0
497,Renault Duster,Renault,2014.0,800000.0,Diesel,7400.0
498,Volkswagen Jetta Comfortline 1.9 TDI AT,Volkswagen,2009.0,450000.0,Diesel,54500.0
499,Maruti Suzuki Ertiga Vxi,Maruti,2012.0,1000000.0,Diesel,109500.0
500,Audi A4 2.0 TDI 177bhp Premium,Audi,2013.0,1510000.0,Diesel,27000.0
501,Volvo S80 Summum D4,Volvo,2015.0,1850000.0,Diesel,42000.0
502,Toyota Corolla Altis VL AT Petrol,Toyota,2014.0,790000.0,Petrol,29000.0
503,Mitsubishi Pajero Sport 2.5 AT,Mitsubishi,2015.0,1725000.0,Diesel,37000.0
504,Chevrolet Beat LT Petrol,Chevrolet,2012.0,135000.0,Petrol,36000.0
505,BMW X1,BMW,2011.0,1000000.0,Diesel,34000.0
506,Datsun Redi GO S,Datsun,2018.0,299999.0,Petrol,7000.0
507,Mercedes Benz C Class C 220 CDI Avantgarde,Mercedes,2009.0,1225000.0,Diesel,76000.0
508,Mahindra Scorpio SLX,Mahindra,2004.0,175000.0,Diesel,60000.0
509,Volkswagen Vento Comfortline Diesel,Volkswagen,2011.0,200000.0,Diesel,95000.0
510,Tata Indigo CS GLS,Tata,2017.0,270000.0,Diesel,50000.0
511,Ford Figo Petrol Titanium,Ford,2019.0,525000.0,Petrol,0.0
512,Honda City ZX GXi,Honda,2006.0,180000.0,Petrol,50000.0
513,Maruti Suzuki Wagon R Duo Lxi,Maruti,2008.0,140000.0,Petrol,68000.0
514,Ford EcoSport Trend 1.5L TDCi,Ford,2014.0,400000.0,Petrol,16000.0
515,Maruti Suzuki Swift Dzire VDi,Maruti,2016.0,499000.0,Diesel,51000.0
516,Maruti Suzuki Omni 8 STR BS III,Maruti,2009.0,85000.0,Petrol,56000.0
517,Maruti Suzuki Zen LX BSII,Maruti,2004.0,70000.0,Petrol,100000.0
518,Renault Duster RxL Petrol,Renault,2015.0,550000.0,Petrol,36000.0
519,Maruti Suzuki Swift VXi 1.2 BS IV,Maruti,2014.0,370000.0,Petrol,11523.0
520,Maruti Suzuki Baleno Zeta 1.2,Maruti,2018.0,690000.0,Petrol,1000.0
521,Honda WR V S MT Petrol,Honda,2009.0,250000.0,Petrol,60000.0
522,Tata Indigo CS eLX BS IV,Tata,2016.0,110000.0,Diesel,85000.0
523,Renault Duster 110 PS RxL Diesel,Renault,2013.0,490000.0,Diesel,38600.0
524,Mahindra Scorpio LX BS III,Mahindra,2009.0,320000.0,Diesel,95500.0
525,Maruti Suzuki Zen LXi BS III,Maruti,2004.0,68000.0,Petrol,56000.0
526,Maruti Suzuki Wagon R LXi BS III,Maruti,2014.0,130000.0,Petrol,37458.0
527,Maruti Suzuki SX4 Celebration Diesel,Maruti,2016.0,970000.0,Diesel,85960.0
528,Audi A3 Cabriolet 40 TFSI,Audi,2015.0,3100000.0,Petrol,12516.0
529,Hyundai Eon D Lite Plus,Hyundai,2018.0,280000.0,Petrol,35000.0
530,Maruti Suzuki Zen Estilo LXI Green CNG,Maruti,2009.0,125000.0,Petrol,0.0
531,Mahindra Scorpio SLX,Mahindra,2008.0,285000.0,Diesel,80000.0
532,Hyundai Santro AE GLS Audio,Hyundai,2011.0,165000.0,Petrol,45000.0
533,Mahindra Xylo D2 BS IV,Mahindra,2011.0,390000.0,Diesel,48000.0
534,Hyundai Santro,Hyundai,2003.0,60000.0,Petrol,51000.0
535,Chevrolet Beat LT Diesel,Chevrolet,2015.0,215000.0,Diesel,90000.0
536,Maruti Suzuki Swift Dzire VDi,Maruti,2015.0,475000.0,Diesel,43000.0
537,Mahindra XUV500 W8,Mahindra,2015.0,899000.0,Diesel,53000.0
538,Toyota Fortuner 3.0 4x4 MT,Toyota,2013.0,1499000.0,Diesel,97000.0
539,Maruti Suzuki Alto K10 VXi,Maruti,2013.0,240000.0,Petrol,20000.0
540,Hyundai Getz GLE,Hyundai,2007.0,99000.0,Petrol,55000.0
541,Maruti Suzuki Swift Dzire Tour LDi,Maruti,2014.0,260000.0,Diesel,109500.0
542,Hyundai Creta 1.6 SX,Hyundai,2019.0,1200000.0,Petrol,0.0
543,Hyundai Santro Xing XL AT eRLX Euro III,Hyundai,2007.0,115000.0,Petrol,46000.0
544,Hyundai Santro Xing XL eRLX Euro III,Hyundai,2009.0,88000.0,Petrol,43200.0
545,Mahindra Xylo D2 BS IV,Mahindra,2011.0,390000.0,Diesel,56000.0
546,Hyundai Santro Xing XL eRLX Euro III,Hyundai,2007.0,135000.0,Petrol,42000.0
547,Tata Indica V2 DLS BS III,Tata,2009.0,90000.0,Diesel,30600.0
548,Hyundai i10 Sportz 1.2,Hyundai,2011.0,220000.0,Petrol,38000.0
549,Hyundai Grand i10 Magna 1.2 Kappa VTVT,Hyundai,2017.0,424999.0,Petrol,2550.0
550,Hyundai Santro Xing XL AT eRLX Euro III,Hyundai,2007.0,135000.0,Petrol,47000.0
551,Honda City 1.5 E MT,Honda,2005.0,95000.0,Petrol,41000.0
552,Nissan Micra XL,Nissan,2017.0,430000.0,Diesel,62500.0
553,Honda City 1.5 S Inspire,Honda,2005.0,115000.0,Petrol,68000.0
554,Maruti Suzuki Alto 800 Lxi,Maruti,2015.0,215000.0,Petrol,50000.0
555,Maruti Suzuki Wagon R LX BS III,Maruti,2004.0,53000.0,Petrol,69000.0
556,Maruti Suzuki Ertiga VDi,Maruti,2012.0,500000.0,Diesel,48000.0
557,Tata Indica eV2 eXeta eGLX,Tata,2012.0,85000.0,Diesel,55000.0
558,Maruti Suzuki Omni E 8 STR BS IV,Maruti,2013.0,165000.0,Petrol,25000.0
559,Hyundai Eon Era Plus,Hyundai,2014.0,200000.0,Petrol,28400.0
560,Hyundai Eon,Hyundai,2014.0,200000.0,Petrol,28000.0
561,Maruti Suzuki Swift LDi,Maruti,2015.0,425000.0,Diesel,42000.0
562,Hyundai Verna 1.6 CRDI SX Plus AT,Hyundai,2012.0,600000.0,Diesel,29000.0
563,Chevrolet Tavera LS B3 10 Seats BSII,Chevrolet,2005.0,130000.0,Diesel,68485.0
564,Tata Tiago Revotron XM,Tata,2018.0,430000.0,Petrol,3500.0
565,Tata Tiago Revotorq XZ,Tata,2019.0,568500.0,Petrol,0.0
566,Tata Nexon,Tata,2019.0,398132.7098765432,Petrol,0.0
567,Maruti Suzuki Zen LXi BS III,Maruti,2006.0,71000.0,Petrol,32000.0
568,Mahindra KUV100 K8 D 6 STR,Mahindra,2018.0,560000.0,Diesel,8000.0
569,Ford EcoSport Titanium 1.5 TDCi,Ford,2014.0,590000.0,Diesel,34000.0
570,Hindustan Motors Ambassador Classic Mark 4 – Befo,Hindustan,2002.5,750000.0,Petrol,37000.0
571,Ford Fusion 1.4 TDCi Diesel,Ford,2007.0,125000.0,Diesel,85455.0
572,Hyundai Santro Xing XL AT eRLX Euro III,Hyundai,2007.0,135000.0,Petrol,46000.0
573,Hyundai Santro,Hyundai,2002.5,60000.0,Petrol,47000.0
574,Fiat Linea Emotion 1.4 L T Jet Petrol,Fiat,2009.0,120000.0,Petrol,64000.0
575,Ford Ikon 1.3 Flair Josh 100,Ford,2008.0,95000.0,Petrol,46000.0
576,Maruti Suzuki Omni E 8 STR BS IV,Maruti,2017.0,240000.0,Petrol,8000.0
577,Tata Indica V2 LS,Tata,2012.0,115000.0,Diesel,64000.0
578,Mahindra Scorpio S4,Mahindra,2015.0,795000.0,Diesel,63000.0
579,Hyundai Santro Xing XL eRLX Euro III,Hyundai,2007.0,55000.0,Petrol,65000.0
580,Mahindra Xylo D2,Mahindra,2009.0,300000.0,Diesel,62000.0
581,Hyundai Grand i10 Asta 1.2 Kappa VTVT,Hyundai,2014.0,320000.0,Petrol,41000.0
582,Maruti Suzuki Alto 800 Lxi,Maruti,2015.0,265000.0,Petrol,14000.0
583,Toyota Corolla,Toyota,2006.0,160000.0,Petrol,40000.0
584,Hyundai Eon Magna,Hyundai,2017.0,300000.0,Petrol,1600.0
585,Tata Sumo Grande MKII GX,Tata,2010.0,130000.0,Diesel,90000.0
586,Maruti Suzuki Swift VDi,Maruti,2011.0,250000.0,Diesel,58000.0
587,Volkswagen Polo Highline1.2L P,Volkswagen,2013.0,380000.0,Petrol,27000.0
588,Maruti Suzuki Alto 800 Lx,Maruti,2003.0,42000.0,Petrol,60000.0
589,Tata Tiago Revotron XZ,Tata,2017.0,400000.0,Petrol,31000.0
590,Maruti Suzuki Swift LDi,Maruti,2009.0,120000.0,Diesel,90000.0
591,Maruti Suzuki Swift VDi,Maruti,2009.0,120000.0,Diesel,90000.0
592,Tata Indigo eCS,Tata,2016.0,130000.0,Diesel,109500.0
593,Chevrolet Beat LS Diesel,Chevrolet,2014.0,189000.0,Diesel,31000.0
594,Mahindra Xylo E8 BS IV,Mahindra,2011.0,365000.0,Diesel,43000.0
595,Hyundai Eon D Lite Plus,Hyundai,2013.0,170000.0,Petrol,20000.0
596,Tata Sumo Gold FX BSIII,Tata,2013.0,215000.0,Petrol,100000.0
597,Tata Nano,Tata,2013.0,60000.0,Petrol,7000.0
598,Hyundai Elite i20,Hyundai,2017.0,599999.0,Petrol,31000.0
599,Hyundai i10 Magna 1.2 Kappa2,Hyundai,2009.0,400000.0,Petrol,33000.0
600,Hyundai Creta,Hyundai,2016.0,900000.0,Diesel,60000.0
601,Volkswagen Polo,Volkswagen,2013.0,299999.0,Diesel,48000.0
602,Maruti Suzuki Dzire,Maruti,2014.0,374999.0,Petrol,33000.0
603,Tata Bolt XM Petrol,Tata,2015.0,600000.0,Petrol,15000.0
604,Maruti Suzuki Alto 800 Lx,Maruti,2005.0,70000.0,Petrol,47000.0
605,Maruti Suzuki Alto,Maruti,2005.0,100000.0,Petrol,40000.0
606,Hyundai Venue,Hyundai,2019.0,398132.7098765432,Diesel,7000.0
607,Maruti Suzuki Ritz,Maruti,2010.0,150000.0,Diesel,38000.0
608,Maruti Suzuki Alto 800 Lxi,Maruti,2017.0,225000.0,Petrol,12500.0
609,Maruti Suzuki Dzire,Maruti,2009.0,210000.0,Petrol,42000.0
610,Renault Lodgy,Renault,2016.0,398132.7098765432,Diesel,20000.0
611,Hyundai i20 Asta,Hyundai,2014.0,425000.0,Petrol,31000.0
612,Maruti Suzuki Swift Select Variant,Maruti,2008.0,162000.0,Diesel,60000.0
613,Tata Indica V2 DLX BS III,Tata,2005.0,60000.0,Diesel,80000.0
614,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Mahindra,2014.0,650000.0,Diesel,77000.0
615,Toyota Innova 2.5 E 8 STR,Toyota,2012.0,750000.0,Diesel,75000.0
616,Mahindra Xylo E8,Mahindra,2010.0,375000.0,Diesel,40000.0
617,Hyundai i20 Magna 1.2,Hyundai,2011.0,230000.0,Petrol,47000.0
618,Maruti Suzuki Omni,Maruti,2002.5,35999.0,Petrol,60000.0
619,Mahindra KUV100,Mahindra,2016.0,380000.0,Petrol,26500.0
620,Mahindra KUV100 K8 6 STR,Mahindra,2019.0,560000.0,Petrol,2875.0
621,Datsun Go Plus,Datsun,2016.0,285000.0,Petrol,13900.0
622,Ford Endeavor 4x4 Thunder Plus,Ford,2019.0,2900000.0,Diesel,9000.0
623,Tata Indica V2,Tata,2005.0,39999.0,Diesel,80000.0
624,Hyundai Santro Xing GL,Hyundai,2006.0,85000.0,Petrol,60000.0
625,Maruti Suzuki Wagon R 1.0 VXi,Maruti,2016.0,395000.0,Petrol,20000.0
626,Maruti Suzuki Swift Select Variant,Maruti,2008.0,175000.0,Diesel,58000.0
627,Maruti Suzuki Alto 800 Lx,Maruti,2019.0,400000.0,Petrol,1500.0
